Jurisdiction,Value,Race/ ethnicity,Year,Measure
Garrett,,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Harford,9.3,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Howard,3.3,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Prince George's,2.0,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Queen Anne's,8.7,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Saint Mary's,4.4,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Kent,6.6,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Montgomery,2.9,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Somerset,5.2,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Talbot,7.6,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Washington,9.2,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Wicomico,6.9,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Worcester,16.3,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Saint Mary's,2.0,Hispanic,2021,Child Maltreatment
State,2.3,Hispanic,2021,Child Maltreatment
Allegany,,Hispanic,2021,Child Maltreatment
Anne Arundel,2.2,Hispanic,2021,Child Maltreatment
Baltimore City,4.2,Hispanic,2021,Child Maltreatment
Baltimore County,3.2,Hispanic,2021,Child Maltreatment
Calvert,3.0,Hispanic,2021,Child Maltreatment
Caroline,1.7,Hispanic,2021,Child Maltreatment
Carroll,1.8,Hispanic,2021,Child Maltreatment
Cecil,3.4,Hispanic,2021,Child Maltreatment
Charles,1.9,Hispanic,2021,Child Maltreatment
Dorchester,1.3,Hispanic,2021,Child Maltreatment
Frederick,2.9,Hispanic,2021,Child Maltreatment
Garrett,8.8,Hispanic,2021,Child Maltreatment
Harford,3.3,Hispanic,2021,Child Maltreatment
Howard,2.2,Hispanic,2021,Child Maltreatment
Kent,4.2,Hispanic,2021,Child Maltreatment
Montgomery,2.1,Hispanic,2021,Child Maltreatment
Somerset,,Hispanic,2021,Child Maltreatment
Talbot,3.5,Hispanic,2021,Child Maltreatment
Washington,4.4,Hispanic,2021,Child Maltreatment
Wicomico,2.6,Hispanic,2021,Child Maltreatment
Worcester,6.3,Hispanic,2021,Child Maltreatment
Prince George's,1.8,Hispanic,2021,Child Maltreatment
Queen Anne's,,Hispanic,2021,Child Maltreatment
State,2.1,White,2021,Child Maltreatment
Allegany,7.1,White,2021,Child Maltreatment
Anne Arundel,2.2,White,2021,Child Maltreatment
Baltimore City,3.4,White,2021,Child Maltreatment
Baltimore County,1.8,White,2021,Child Maltreatment
Calvert,2.1,White,2021,Child Maltreatment
Caroline,3.2,White,2021,Child Maltreatment
Carroll,1.0,White,2021,Child Maltreatment
Cecil,6.7,White,2021,Child Maltreatment
Charles,0.8,White,2021,Child Maltreatment
Dorchester,3.9,White,2021,Child Maltreatment
Frederick,2.2,White,2021,Child Maltreatment
Garrett,7.2,White,2021,Child Maltreatment
Harford,3.1,White,2021,Child Maltreatment
Howard,0.7,White,2021,Child Maltreatment
Kent,1.7,White,2021,Child Maltreatment
Montgomery,0.6,White,2021,Child Maltreatment
Somerset,7.5,White,2021,Child Maltreatment
Talbot,2.0,White,2021,Child Maltreatment
Washington,4.2,White,2021,Child Maltreatment
Wicomico,4.0,White,2021,Child Maltreatment
Worcester,7.8,White,2021,Child Maltreatment
Prince George's,1.0,White,2021,Child Maltreatment
Queen Anne's,2.1,White,2021,Child Maltreatment
Saint Mary's,2.6,White,2021,Child Maltreatment
State,2.4,White Non-Hispanic/Latino,2021,Child Maltreatment
Allegany,7.2,White Non-Hispanic/Latino,2021,Child Maltreatment
Anne Arundel,2.4,White Non-Hispanic/Latino,2021,Child Maltreatment
Baltimore City,4.5,White Non-Hispanic/Latino,2021,Child Maltreatment
Baltimore County,1.9,White Non-Hispanic/Latino,2021,Child Maltreatment
Calvert,2.1,White Non-Hispanic/Latino,2021,Child Maltreatment
Caroline,3.8,White Non-Hispanic/Latino,2021,Child Maltreatment
Carroll,1.1,White Non-Hispanic/Latino,2021,Child Maltreatment
Cecil,7.1,White Non-Hispanic/Latino,2021,Child Maltreatment
Charles,1.0,White Non-Hispanic/Latino,2021,Child Maltreatment
Dorchester,4.2,White Non-Hispanic/Latino,2021,Child Maltreatment
Frederick,2.0,White Non-Hispanic/Latino,2021,Child Maltreatment
Garrett,7.2,White Non-Hispanic/Latino,2021,Child Maltreatment
Harford,3.1,White Non-Hispanic/Latino,2021,Child Maltreatment
Howard,0.6,White Non-Hispanic/Latino,2021,Child Maltreatment
Kent,1.9,White Non-Hispanic/Latino,2021,Child Maltreatment
Montgomery,0.5,White Non-Hispanic/Latino,2021,Child Maltreatment
Somerset,8.7,White Non-Hispanic/Latino,2021,Child Maltreatment
Talbot,2.0,White Non-Hispanic/Latino,2021,Child Maltreatment
Washington,4.4,White Non-Hispanic/Latino,2021,Child Maltreatment
Wicomico,4.6,White Non-Hispanic/Latino,2021,Child Maltreatment
Worcester,8.5,White Non-Hispanic/Latino,2021,Child Maltreatment
Prince George's,1.9,White Non-Hispanic/Latino,2021,Child Maltreatment
Queen Anne's,2.2,White Non-Hispanic/Latino,2021,Child Maltreatment
Saint Mary's,2.7,White Non-Hispanic/Latino,2021,Child Maltreatment
Prince George's,4.0,All races/ ethnicities (aggregated),2022,Child Maltreatment
Queen Anne's,2.0,All races/ ethnicities (aggregated),2022,Child Maltreatment
Saint Mary's,2.3,All races/ ethnicities (aggregated),2022,Child Maltreatment
State,4.7,All races/ ethnicities (aggregated),2022,Child Maltreatment
Allegany,12.1,All races/ ethnicities (aggregated),2022,Child Maltreatment
Anne Arundel,3.0,All races/ ethnicities (aggregated),2022,Child Maltreatment
Baltimore City,10.3,All races/ ethnicities (aggregated),2022,Child Maltreatment
Baltimore County,3.8,All races/ ethnicities (aggregated),2022,Child Maltreatment
Calvert,3.6,All races/ ethnicities (aggregated),2022,Child Maltreatment
Caroline,7.0,All races/ ethnicities (aggregated),2022,Child Maltreatment
Carroll,3.0,All races/ ethnicities (aggregated),2022,Child Maltreatment
Cecil,9.8,All races/ ethnicities (aggregated),2022,Child Maltreatment
Charles,2.0,All races/ ethnicities (aggregated),2022,Child Maltreatment
Dorchester,10.7,All races/ ethnicities (aggregated),2022,Child Maltreatment
Frederick,4.2,All races/ ethnicities (aggregated),2022,Child Maltreatment
Garrett,14.6,All races/ ethnicities (aggregated),2022,Child Maltreatment
Harford,7.3,All races/ ethnicities (aggregated),2022,Child Maltreatment
Howard,2.6,All races/ ethnicities (aggregated),2022,Child Maltreatment
Kent,6.3,All races/ ethnicities (aggregated),2022,Child Maltreatment
Montgomery,2.6,All races/ ethnicities (aggregated),2022,Child Maltreatment
Somerset,7.8,All races/ ethnicities (aggregated),2022,Child Maltreatment
Talbot,5.5,All races/ ethnicities (aggregated),2022,Child Maltreatment
Washington,10.7,All races/ ethnicities (aggregated),2022,Child Maltreatment
Wicomico,6.0,All races/ ethnicities (aggregated),2022,Child Maltreatment
Worcester,13.8,All races/ ethnicities (aggregated),2022,Child Maltreatment
Prince George's,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Queen Anne's,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Saint Mary's,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
State,0.6,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Allegany,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Anne Arundel,1.0,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Baltimore City,0.4,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Baltimore County,0.5,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Calvert,1.6,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Caroline,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Carroll,1.9,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Cecil,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Charles,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Dorchester,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Frederick,1.3,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Garrett,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Harford,0.9,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Howard,0.7,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Kent,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Montgomery,0.5,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Somerset,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Talbot,7.4,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Washington,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Wicomico,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Worcester,,Asian/Pacific Islander Non-Hispanic/Latino,2022,Child Maltreatment
Prince George's,2.2,Black or African American,2022,Child Maltreatment
Queen Anne's,,Black or African American,2022,Child Maltreatment
Saint Mary's,2.6,Black or African American,2022,Child Maltreatment
State,4.6,Black or African American,2022,Child Maltreatment
Allegany,3.9,Black or African American,2022,Child Maltreatment
Anne Arundel,4.4,Black or African American,2022,Child Maltreatment
Baltimore City,8.9,Black or African American,2022,Child Maltreatment
Baltimore County,3.8,Black or African American,2022,Child Maltreatment
Calvert,4.2,Black or African American,2022,Child Maltreatment
Caroline,6.6,Black or African American,2022,Child Maltreatment
Carroll,3.9,Black or African American,2022,Child Maltreatment
Cecil,5.2,Black or African American,2022,Child Maltreatment
Charles,1.6,Black or African American,2022,Child Maltreatment
Dorchester,13.3,Black or African American,2022,Child Maltreatment
Frederick,5.4,Black or African American,2022,Child Maltreatment
Garrett,,Black or African American,2022,Child Maltreatment
Harford,8.0,Black or African American,2022,Child Maltreatment
Howard,5.1,Black or African American,2022,Child Maltreatment
Kent,1.6,Black or African American,2022,Child Maltreatment
Montgomery,2.6,Black or African American,2022,Child Maltreatment
Somerset,7.1,Black or African American,2022,Child Maltreatment
Talbot,4.3,Black or African American,2022,Child Maltreatment
Washington,14.4,Black or African American,2022,Child Maltreatment
Wicomico,6.4,Black or African American,2022,Child Maltreatment
Worcester,15.7,Black or African American,2022,Child Maltreatment
Prince George's,2.4,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Queen Anne's,,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Saint Mary's,2.1,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
State,4.8,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Allegany,4.1,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Anne Arundel,4.7,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Baltimore City,9.0,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Baltimore County,3.9,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Calvert,4.5,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Caroline,7.1,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Carroll,4.2,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Cecil,5.9,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Charles,1.6,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Dorchester,14.2,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Frederick,6.1,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Garrett,,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Harford,8.3,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Howard,5.2,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Kent,1.6,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Montgomery,2.8,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Somerset,7.4,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Talbot,4.7,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Washington,15.6,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Wicomico,6.5,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Worcester,15.7,Black or African American Non-Hispanic/Latino,2022,Child Maltreatment
Prince George's,1.8,Hispanic,2022,Child Maltreatment
Queen Anne's,,Hispanic,2022,Child Maltreatment
Saint Mary's,3.5,Hispanic,2022,Child Maltreatment
State,3.2,Hispanic,2022,Child Maltreatment
Allegany,10.1,Hispanic,2022,Child Maltreatment
Anne Arundel,2.6,Hispanic,2022,Child Maltreatment
Baltimore City,7.0,Hispanic,2022,Child Maltreatment
Baltimore County,3.3,Hispanic,2022,Child Maltreatment
Calvert,1.5,Hispanic,2022,Child Maltreatment
Caroline,4.3,Hispanic,2022,Child Maltreatment
Carroll,0.5,Hispanic,2022,Child Maltreatment
Cecil,2.8,Hispanic,2022,Child Maltreatment
Charles,1.3,Hispanic,2022,Child Maltreatment
Dorchester,,Hispanic,2022,Child Maltreatment
Frederick,5.7,Hispanic,2022,Child Maltreatment
Garrett,,Hispanic,2022,Child Maltreatment
Harford,4.1,Hispanic,2022,Child Maltreatment
Howard,2.9,Hispanic,2022,Child Maltreatment
Kent,4.2,Hispanic,2022,Child Maltreatment
Montgomery,3.5,Hispanic,2022,Child Maltreatment
Somerset,6.8,Hispanic,2022,Child Maltreatment
Talbot,4.4,Hispanic,2022,Child Maltreatment
Washington,5.4,Hispanic,2022,Child Maltreatment
Wicomico,4.4,Hispanic,2022,Child Maltreatment
Worcester,22.2,Hispanic,2022,Child Maltreatment
State,2.3,White,2022,Child Maltreatment
Allegany,10.4,White,2022,Child Maltreatment
Anne Arundel,1.8,White,2022,Child Maltreatment
Baltimore City,3.2,White,2022,Child Maltreatment
Baltimore County,2.2,White,2022,Child Maltreatment
Calvert,2.4,White,2022,Child Maltreatment
Caroline,4.2,White,2022,Child Maltreatment
Carroll,1.3,White,2022,Child Maltreatment
Cecil,5.7,White,2022,Child Maltreatment
Charles,1.1,White,2022,Child Maltreatment
Dorchester,4.4,White,2022,Child Maltreatment
Frederick,2.7,White,2022,Child Maltreatment
Garrett,12.9,White,2022,Child Maltreatment
Harford,3.7,White,2022,Child Maltreatment
Howard,0.7,White,2022,Child Maltreatment
Kent,3.0,White,2022,Child Maltreatment
Montgomery,0.9,White,2022,Child Maltreatment
Somerset,7.5,White,2022,Child Maltreatment
Talbot,2.8,White,2022,Child Maltreatment
Washington,6.4,White,2022,Child Maltreatment
Wicomico,3.2,White,2022,Child Maltreatment
Worcester,6.9,White,2022,Child Maltreatment
Prince George's,1.1,White,2022,Child Maltreatment
Queen Anne's,0.7,White,2022,Child Maltreatment
Saint Mary's,1.2,White,2022,Child Maltreatment
State,2.5,White Non-Hispanic/Latino,2022,Child Maltreatment
Allegany,10.4,White Non-Hispanic/Latino,2022,Child Maltreatment
Anne Arundel,1.8,White Non-Hispanic/Latino,2022,Child Maltreatment
Baltimore City,3.4,White Non-Hispanic/Latino,2022,Child Maltreatment
Baltimore County,2.3,White Non-Hispanic/Latino,2022,Child Maltreatment
Calvert,2.4,White Non-Hispanic/Latino,2022,Child Maltreatment
Caroline,4.7,White Non-Hispanic/Latino,2022,Child Maltreatment
Carroll,1.4,White Non-Hispanic/Latino,2022,Child Maltreatment
Cecil,6.1,White Non-Hispanic/Latino,2022,Child Maltreatment
Charles,1.3,White Non-Hispanic/Latino,2022,Child Maltreatment
Dorchester,5.1,White Non-Hispanic/Latino,2022,Child Maltreatment
Frederick,2.1,White Non-Hispanic/Latino,2022,Child Maltreatment
Garrett,13.2,White Non-Hispanic/Latino,2022,Child Maltreatment
Harford,3.7,White Non-Hispanic/Latino,2022,Child Maltreatment
Howard,0.7,White Non-Hispanic/Latino,2022,Child Maltreatment
Kent,3.3,White Non-Hispanic/Latino,2022,Child Maltreatment
Montgomery,0.7,White Non-Hispanic/Latino,2022,Child Maltreatment
Somerset,7.7,White Non-Hispanic/Latino,2022,Child Maltreatment
Talbot,3.2,White Non-Hispanic/Latino,2022,Child Maltreatment
Washington,6.6,White Non-Hispanic/Latino,2022,Child Maltreatment
Wicomico,3.6,White Non-Hispanic/Latino,2022,Child Maltreatment
Worcester,7.2,White Non-Hispanic/Latino,2022,Child Maltreatment
Prince George's,1.0,White Non-Hispanic/Latino,2022,Child Maltreatment
Queen Anne's,0.8,White Non-Hispanic/Latino,2022,Child Maltreatment
Saint Mary's,1.2,White Non-Hispanic/Latino,2022,Child Maltreatment
