Jurisdiction,Value,Race/ ethnicity,Year,Measure
Baltimore City,23.5,Black Non-Hispanic,2009-2011,Drug-induced death rate
Baltimore County,9.4,Black Non-Hispanic,2009-2011,Drug-induced death rate
Calvert,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Caroline,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Carroll,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Cecil,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Charles,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Dorchester,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Frederick,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Garrett,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Harford,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Howard,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Kent,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Montgomery,4.3,Black Non-Hispanic,2009-2011,Drug-induced death rate
Prince George's,4.2,Black Non-Hispanic,2009-2011,Drug-induced death rate
Queen Anne's,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Saint Mary's,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Somerset,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Talbot,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Washington,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Wicomico,,Black Non-Hispanic,2009-2011,Drug-induced death rate
Worcester,,Black Non-Hispanic,2009-2011,Drug-induced death rate
State,2.1,Hispanic,2009-2011,Drug-induced death rate
Allegany,,Hispanic,2009-2011,Drug-induced death rate
Anne Arundel,,Hispanic,2009-2011,Drug-induced death rate
Baltimore City,,Hispanic,2009-2011,Drug-induced death rate
Baltimore County,,Hispanic,2009-2011,Drug-induced death rate
Calvert,,Hispanic,2009-2011,Drug-induced death rate
Caroline,,Hispanic,2009-2011,Drug-induced death rate
Carroll,,Hispanic,2009-2011,Drug-induced death rate
Cecil,,Hispanic,2009-2011,Drug-induced death rate
Charles,,Hispanic,2009-2011,Drug-induced death rate
Dorchester,,Hispanic,2009-2011,Drug-induced death rate
Frederick,,Hispanic,2009-2011,Drug-induced death rate
Garrett,,Hispanic,2009-2011,Drug-induced death rate
Harford,,Hispanic,2009-2011,Drug-induced death rate
Howard,,Hispanic,2009-2011,Drug-induced death rate
Kent,,Hispanic,2009-2011,Drug-induced death rate
Montgomery,,Hispanic,2009-2011,Drug-induced death rate
Prince George's,,Hispanic,2009-2011,Drug-induced death rate
Queen Anne's,,Hispanic,2009-2011,Drug-induced death rate
Saint Mary's,,Hispanic,2009-2011,Drug-induced death rate
Somerset,,Hispanic,2009-2011,Drug-induced death rate
Talbot,,Hispanic,2009-2011,Drug-induced death rate
Washington,,Hispanic,2009-2011,Drug-induced death rate
Wicomico,,Hispanic,2009-2011,Drug-induced death rate
Worcester,,Hispanic,2009-2011,Drug-induced death rate
State,16.2,White Non-Hispanic,2009-2011,Drug-induced death rate
Allegany,16.9,White Non-Hispanic,2009-2011,Drug-induced death rate
Anne Arundel,16.7,White Non-Hispanic,2009-2011,Drug-induced death rate
Baltimore City,37.5,White Non-Hispanic,2009-2011,Drug-induced death rate
Baltimore County,22.0,White Non-Hispanic,2009-2011,Drug-induced death rate
Calvert,17.0,White Non-Hispanic,2009-2011,Drug-induced death rate
Caroline,,White Non-Hispanic,2009-2011,Drug-induced death rate
Carroll,11.7,White Non-Hispanic,2009-2011,Drug-induced death rate
Cecil,30.4,White Non-Hispanic,2009-2011,Drug-induced death rate
Charles,17.5,White Non-Hispanic,2009-2011,Drug-induced death rate
Dorchester,,White Non-Hispanic,2009-2011,Drug-induced death rate
Frederick,11.5,White Non-Hispanic,2009-2011,Drug-induced death rate
Garrett,,White Non-Hispanic,2009-2011,Drug-induced death rate
Harford,18.4,White Non-Hispanic,2009-2011,Drug-induced death rate
Howard,11.0,White Non-Hispanic,2009-2011,Drug-induced death rate
Kent,,White Non-Hispanic,2009-2011,Drug-induced death rate
Montgomery,7.4,White Non-Hispanic,2009-2011,Drug-induced death rate
Prince George's,18.2,White Non-Hispanic,2009-2011,Drug-induced death rate
Queen Anne's,,White Non-Hispanic,2009-2011,Drug-induced death rate
Saint Mary's,9.7,White Non-Hispanic,2009-2011,Drug-induced death rate
Somerset,,White Non-Hispanic,2009-2011,Drug-induced death rate
Talbot,,White Non-Hispanic,2009-2011,Drug-induced death rate
Washington,12.8,White Non-Hispanic,2009-2011,Drug-induced death rate
Wicomico,18.5,White Non-Hispanic,2009-2011,Drug-induced death rate
Worcester,,White Non-Hispanic,2009-2011,Drug-induced death rate
State,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Allegany,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Anne Arundel,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Baltimore City,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Baltimore County,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Calvert,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Caroline,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Carroll,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Cecil,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Charles,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Dorchester,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Frederick,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Garrett,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Harford,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Howard,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Kent,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Montgomery,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Prince George's,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Queen Anne's,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Saint Mary's,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Somerset,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Talbot,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Washington,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Wicomico,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
Worcester,,Asian/ Pacific Islander Non-Hispanic,2009-2011,Drug-induced death rate
State,12.1,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Allegany,14.9,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Anne Arundel,13.2,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Baltimore City,27.7,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Baltimore County,17.2,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Calvert,12.5,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Caroline,,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Carroll,12.6,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Cecil,21.2,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Charles,10.9,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Dorchester,,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Frederick,7.9,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Garrett,,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Harford,16.2,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Howard,6.9,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Kent,,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Montgomery,5.2,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Prince George's,6.0,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Queen Anne's,14.4,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Saint Mary's,11.2,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Somerset,,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Talbot,,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Washington,11.8,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Wicomico,13.8,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
Worcester,17.0,All races/ethnicities (aggregated),2008-2010,Drug-induced death rate
State,11.0,Black Non-Hispanic,2008-2010,Drug-induced death rate
Allegany,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Anne Arundel,8.6,Black Non-Hispanic,2008-2010,Drug-induced death rate
Baltimore City,27.6,Black Non-Hispanic,2008-2010,Drug-induced death rate
Baltimore County,9.2,Black Non-Hispanic,2008-2010,Drug-induced death rate
Calvert,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Caroline,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Carroll,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Cecil,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Charles,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Dorchester,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Frederick,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Garrett,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Harford,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Howard,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Kent,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Montgomery,4.0,Black Non-Hispanic,2008-2010,Drug-induced death rate
Prince George's,4.5,Black Non-Hispanic,2008-2010,Drug-induced death rate
Queen Anne's,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Saint Mary's,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Somerset,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Talbot,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Washington,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Wicomico,,Black Non-Hispanic,2008-2010,Drug-induced death rate
Worcester,,Black Non-Hispanic,2008-2010,Drug-induced death rate
State,1.8,Hispanic,2008-2010,Drug-induced death rate
Allegany,,Hispanic,2008-2010,Drug-induced death rate
Anne Arundel,,Hispanic,2008-2010,Drug-induced death rate
Baltimore City,,Hispanic,2008-2010,Drug-induced death rate
Baltimore County,,Hispanic,2008-2010,Drug-induced death rate
Calvert,,Hispanic,2008-2010,Drug-induced death rate
Caroline,,Hispanic,2008-2010,Drug-induced death rate
Carroll,,Hispanic,2008-2010,Drug-induced death rate
Cecil,,Hispanic,2008-2010,Drug-induced death rate
Charles,,Hispanic,2008-2010,Drug-induced death rate
Dorchester,,Hispanic,2008-2010,Drug-induced death rate
Frederick,,Hispanic,2008-2010,Drug-induced death rate
Garrett,,Hispanic,2008-2010,Drug-induced death rate
Harford,,Hispanic,2008-2010,Drug-induced death rate
Howard,,Hispanic,2008-2010,Drug-induced death rate
Kent,,Hispanic,2008-2010,Drug-induced death rate
Montgomery,,Hispanic,2008-2010,Drug-induced death rate
Prince George's,,Hispanic,2008-2010,Drug-induced death rate
Queen Anne's,,Hispanic,2008-2010,Drug-induced death rate
Saint Mary's,,Hispanic,2008-2010,Drug-induced death rate
Somerset,,Hispanic,2008-2010,Drug-induced death rate
Talbot,,Hispanic,2008-2010,Drug-induced death rate
Washington,,Hispanic,2008-2010,Drug-induced death rate
Wicomico,,Hispanic,2008-2010,Drug-induced death rate
Worcester,,Hispanic,2008-2010,Drug-induced death rate
State,15.5,White Non-Hispanic,2008-2010,Drug-induced death rate
Allegany,15.8,White Non-Hispanic,2008-2010,Drug-induced death rate
Anne Arundel,15.6,White Non-Hispanic,2008-2010,Drug-induced death rate
Baltimore City,30.9,White Non-Hispanic,2008-2010,Drug-induced death rate
Baltimore County,22.6,White Non-Hispanic,2008-2010,Drug-induced death rate
Calvert,15.2,White Non-Hispanic,2008-2010,Drug-induced death rate
Caroline,,White Non-Hispanic,2008-2010,Drug-induced death rate
Carroll,12.7,White Non-Hispanic,2008-2010,Drug-induced death rate
Cecil,22.9,White Non-Hispanic,2008-2010,Drug-induced death rate
Charles,17.9,White Non-Hispanic,2008-2010,Drug-induced death rate
Dorchester,,White Non-Hispanic,2008-2010,Drug-induced death rate
Frederick,8.7,White Non-Hispanic,2008-2010,Drug-induced death rate
Garrett,,White Non-Hispanic,2008-2010,Drug-induced death rate
Harford,18.1,White Non-Hispanic,2008-2010,Drug-induced death rate
Howard,9.3,White Non-Hispanic,2008-2010,Drug-induced death rate
Kent,,White Non-Hispanic,2008-2010,Drug-induced death rate
Montgomery,8.1,White Non-Hispanic,2008-2010,Drug-induced death rate
Prince George's,15.9,White Non-Hispanic,2008-2010,Drug-induced death rate
Queen Anne's,,White Non-Hispanic,2008-2010,Drug-induced death rate
Saint Mary's,11.7,White Non-Hispanic,2008-2010,Drug-induced death rate
Somerset,,White Non-Hispanic,2008-2010,Drug-induced death rate
Talbot,,White Non-Hispanic,2008-2010,Drug-induced death rate
Washington,13.4,White Non-Hispanic,2008-2010,Drug-induced death rate
Wicomico,14.9,White Non-Hispanic,2008-2010,Drug-induced death rate
Worcester,19.1,White Non-Hispanic,2008-2010,Drug-induced death rate
State,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Allegany,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Anne Arundel,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Baltimore City,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Baltimore County,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Calvert,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Caroline,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Carroll,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Cecil,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Charles,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Dorchester,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Frederick,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Garrett,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Harford,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Howard,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Kent,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Montgomery,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Prince George's,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Queen Anne's,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Saint Mary's,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Somerset,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Talbot,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Washington,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Wicomico,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
Worcester,,Asian/ Pacific Islander Non-Hispanic,2008-2010,Drug-induced death rate
State,12.9,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Allegany,14.2,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Anne Arundel,14.6,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Baltimore City,32.8,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Baltimore County,16.8,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Calvert,13.3,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Caroline,,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Carroll,12.6,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Cecil,21.6,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Charles,9.5,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Dorchester,,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Frederick,8.2,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Garrett,,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Harford,15.0,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Howard,7.7,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Kent,,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Montgomery,5.8,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Prince George's,5.9,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Queen Anne's,,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Saint Mary's,8.5,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Somerset,,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Talbot,,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Washington,12.4,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Wicomico,12.7,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
Worcester,16.6,All races/ethnicities (aggregated),2007-2009,Drug-induced death rate
State,12.7,Black Non-Hispanic,2007-2009,Drug-induced death rate
Allegany,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Anne Arundel,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Baltimore City,34.2,Black Non-Hispanic,2007-2009,Drug-induced death rate
Baltimore County,8.9,Black Non-Hispanic,2007-2009,Drug-induced death rate
Calvert,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Caroline,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Carroll,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Cecil,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Charles,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Dorchester,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Frederick,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Garrett,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Harford,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Howard,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Kent,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Montgomery,4.1,Black Non-Hispanic,2007-2009,Drug-induced death rate
Prince George's,5.0,Black Non-Hispanic,2007-2009,Drug-induced death rate
Queen Anne's,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Saint Mary's,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Somerset,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Talbot,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Washington,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Wicomico,,Black Non-Hispanic,2007-2009,Drug-induced death rate
Worcester,,Black Non-Hispanic,2007-2009,Drug-induced death rate
State,,Hispanic,2007-2009,Drug-induced death rate
Allegany,,Hispanic,2007-2009,Drug-induced death rate
Anne Arundel,,Hispanic,2007-2009,Drug-induced death rate
Baltimore City,,Hispanic,2007-2009,Drug-induced death rate
Baltimore County,,Hispanic,2007-2009,Drug-induced death rate
Calvert,,Hispanic,2007-2009,Drug-induced death rate
Caroline,,Hispanic,2007-2009,Drug-induced death rate
Carroll,,Hispanic,2007-2009,Drug-induced death rate
Cecil,,Hispanic,2007-2009,Drug-induced death rate
Charles,,Hispanic,2007-2009,Drug-induced death rate
Dorchester,,Hispanic,2007-2009,Drug-induced death rate
Frederick,,Hispanic,2007-2009,Drug-induced death rate
Garrett,,Hispanic,2007-2009,Drug-induced death rate
Harford,,Hispanic,2007-2009,Drug-induced death rate
Howard,,Hispanic,2007-2009,Drug-induced death rate
Kent,,Hispanic,2007-2009,Drug-induced death rate
Montgomery,,Hispanic,2007-2009,Drug-induced death rate
Prince George's,,Hispanic,2007-2009,Drug-induced death rate
Queen Anne's,,Hispanic,2007-2009,Drug-induced death rate
Saint Mary's,,Hispanic,2007-2009,Drug-induced death rate
Somerset,,Hispanic,2007-2009,Drug-induced death rate
Talbot,,Hispanic,2007-2009,Drug-induced death rate
Washington,,Hispanic,2007-2009,Drug-induced death rate
Wicomico,,Hispanic,2007-2009,Drug-induced death rate
Worcester,,Hispanic,2007-2009,Drug-induced death rate
State,15.9,White Non-Hispanic,2007-2009,Drug-induced death rate
Allegany,15.4,White Non-Hispanic,2007-2009,Drug-induced death rate
Anne Arundel,17.5,White Non-Hispanic,2007-2009,Drug-induced death rate
Baltimore City,34.7,White Non-Hispanic,2007-2009,Drug-induced death rate
Baltimore County,22.3,White Non-Hispanic,2007-2009,Drug-induced death rate
Calvert,16.1,White Non-Hispanic,2007-2009,Drug-induced death rate
Caroline,,White Non-Hispanic,2007-2009,Drug-induced death rate
Carroll,12.5,White Non-Hispanic,2007-2009,Drug-induced death rate
Cecil,22.8,White Non-Hispanic,2007-2009,Drug-induced death rate
Charles,16.8,White Non-Hispanic,2007-2009,Drug-induced death rate
Dorchester,,White Non-Hispanic,2007-2009,Drug-induced death rate
Frederick,8.8,White Non-Hispanic,2007-2009,Drug-induced death rate
Garrett,,White Non-Hispanic,2007-2009,Drug-induced death rate
Harford,16.9,White Non-Hispanic,2007-2009,Drug-induced death rate
Howard,10.8,White Non-Hispanic,2007-2009,Drug-induced death rate
Kent,,White Non-Hispanic,2007-2009,Drug-induced death rate
Montgomery,9.2,White Non-Hispanic,2007-2009,Drug-induced death rate
Prince George's,14.5,White Non-Hispanic,2007-2009,Drug-induced death rate
Queen Anne's,,White Non-Hispanic,2007-2009,Drug-induced death rate
Saint Mary's,9.0,White Non-Hispanic,2007-2009,Drug-induced death rate
Somerset,,White Non-Hispanic,2007-2009,Drug-induced death rate
Talbot,,White Non-Hispanic,2007-2009,Drug-induced death rate
Washington,13.9,White Non-Hispanic,2007-2009,Drug-induced death rate
Wicomico,15.3,White Non-Hispanic,2007-2009,Drug-induced death rate
Worcester,19.3,White Non-Hispanic,2007-2009,Drug-induced death rate
State,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Allegany,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Anne Arundel,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Baltimore City,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Baltimore County,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Calvert,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Caroline,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Carroll,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Cecil,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Charles,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Dorchester,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Frederick,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Garrett,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Harford,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Howard,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Kent,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Montgomery,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Prince George's,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Queen Anne's,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Saint Mary's,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Somerset,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Talbot,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Washington,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Wicomico,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
Worcester,,Asian/ Pacific Islander Non-Hispanic,2007-2009,Drug-induced death rate
State,48.6,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Allegany,71.1,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Anne Arundel,53.3,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Baltimore City,97.9,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
State,4.6,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Allegany,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Anne Arundel,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Baltimore City,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Baltimore County,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Calvert,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Caroline,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Carroll,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Cecil,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Charles,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Dorchester,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Frederick,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Garrett,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Harford,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Howard,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Kent,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Montgomery,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Prince George's,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Queen Anne's,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Saint Mary's,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Somerset,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Talbot,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Washington,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Wicomico,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Worcester,,Asian/Pacific Islander Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Charles,,Hispanic,2016-2018,Drug-Induced Death Rate
Dorchester,,Hispanic,2016-2018,Drug-Induced Death Rate
Frederick,,Hispanic,2016-2018,Drug-Induced Death Rate
Garrett,,Hispanic,2016-2018,Drug-Induced Death Rate
Harford,,Hispanic,2016-2018,Drug-Induced Death Rate
Howard,,Hispanic,2016-2018,Drug-Induced Death Rate
Kent,,Hispanic,2016-2018,Drug-Induced Death Rate
